index,degree,closeness,betweenness,eigenvector
广阳城,0.004830917874396135,0.05119960425426663,0.07448737293984163,5.869367949400422e-08
丰台东大街,0.004830917874396135,0.07068465084514257,0.026921086775994092,0.0003498008409371054
梨园,0.004830917874396135,0.04493650276782807,0.015153271182853242,9.7648873797318e-09
北京西站,0.007246376811594202,0.08119239066483624,0.01668285396538501,0.007545148787583206
远大路,0.004830917874396135,0.07180020811654526,0.004830917874396136,0.003148067769585485
国贸,0.00966183574879227,0.08702964052974564,0.07920680976829096,0.019873762107121436
北京南站,0.00966183574879227,0.08814136682989142,0.044040072945674254,0.006210713730726214
丰台科技园,0.004830917874396135,0.06460674157303371,0.020144643462887503,3.23441651624805e-05
北岗子,0.00966183574879227,0.07330028328611898,0.07164718922334809,0.0005497638945733043
王府井,0.00966183574879227,0.08970747562296857,0.016420692072764597,0.02851831502806622
雍和宫,0.00966183574879227,0.09161318875857491,0.013051580718144891,0.040097495892826386
永安里,0.00966183574879227,0.09280430396772024,0.16958011166590342,0.039909659524316375
北太平庄,0.00966183574879227,0.09563409563409564,0.08027385429268419,0.11765309170827906
农大南路,0.004830917874396135,0.06299452221545952,0.037992303283386555,0.0005267378473320888
大葆台,0.004830917874396135,0.06297535746881655,0.09217344515796985,8.812339536155769e-06
展览路,0.004830917874396135,0.09249329758713137,0.027192996477355427,0.08019146073110667
海淀五路居,0.004830917874396135,0.07402109780082246,0.04079805367936423,0.0029526434074534065
石榴庄,0.004830917874396135,0.07632743362831858,0.04787119286232928,0.0001514255856387172
旧宫,0.004830917874396135,0.06252831898504757,0.018868457888354725,6.181335213315631e-06
湾子,0.004830917874396135,0.08108108108108109,0.004418892518017286,0.004408497528430477
皂君庙,0.004830917874396135,0.08708456037021456,0.014652348732436121,0.06130781127422859
马坊,0.004830917874396135,0.054131799163179915,0.019183305845059714,1.1412558766636527e-06
西土城,0.00966183574879227,0.08776764892940428,0.054546866687087026,0.057903489225511036
天通苑南,0.004830917874396135,0.06857710783501739,0.009638441473371466,0.00025707758171318243
天通苑东,0.004830917874396135,0.0660287081339713,0.009638441473371466,0.00019407063317859502
平谷西,0.004830917874396135,0.04891304347826087,0.009638441473371466,9.308903429512641e-08
植物园,0.004830917874396135,0.053336768874001544,0.004830917874396136,1.1467142510993243e-05
广渠门外,0.00966183574879227,0.0888793473593817,0.09832946962568362,0.017259371469210156
石门营,0.0024154589371980675,0.04041390081999219,0.0,1.4297728103389451e-09
西二旗,0.007246376811594202,0.07099982850282971,0.04988385757643366,0.00043189997843000235
田村,0.007246376811594202,0.0692887029288703,0.039632682092544794,0.0011424758794923737
焦化厂,0.004830917874396135,0.05040788993059783,0.02766994997492944,3.0779472583999285e-07
阎村北,0.004830917874396135,0.039754177069329745,0.047256436350025154,3.190374817777015e-11
国展,0.004830917874396135,0.05617367706919946,0.028634593115064746,5.4572896595929266e-06
高碑店,0.004830917874396135,0.06750366867764553,0.05118045533089225,0.00022009868674232079
俸伯,0.0024154589371980675,0.042167447545324914,0.0,2.7242925170314245e-09
安立路,0.004830917874396135,0.07645429362880886,0.015072739738662775,0.0010571834614608046
西四,0.004830917874396135,0.09443430656934307,0.005175001735285401,0.13638857885757621
巴沟,0.007246376811594202,0.07228915662650602,0.029145266010550078,0.006067116109679048
苏州街,0.00966183574879227,0.07662409772348695,0.08827092296229397,0.016706776452657026
灵境胡同,0.004830917874396135,0.08865096359743041,0.0020904258167269594,0.04906007400310527
万寿路,0.004830917874396135,0.07546481954064893,0.035319764291493,0.002806590737756199
奥体中心,0.004830917874396135,0.0788721661268813,0.012080012598699752,0.004353150734916737
顾八路,0.004830917874396135,0.034482758620689655,0.028634593115064746,2.1414208401074745e-13
北运河东,0.004830917874396135,0.04516199410930512,0.014422570796925997,1.4645531756607858e-08
看丹,0.004830917874396135,0.06375115491222667,0.009638441473371466,2.5653853278146534e-05
阎村,0.004830917874396135,0.03694449402106015,0.037992303283386555,2.6038787663459214e-12
屯佃,0.004830917874396135,0.04821241411435891,0.014422570796925993,1.0021907754084361e-06
高米店南,0.004830917874396135,0.06219017575484453,0.033325145336936056,1.6027734134531687e-05
木樨园桥北,0.004830917874396135,0.07646841521980052,0.004539018115748992,0.00048131464942975487
西坝河,0.00966183574879227,0.08957161401990481,0.11386591202293812,0.012974541394513086
垡头,0.004830917874396135,0.05562273276904474,0.036676746011939175,3.7714735583695755e-06
南法信,0.004830917874396135,0.04822364589400117,0.014422570796925993,1.2722803962486347e-07
新街口,0.004830917874396135,0.09720591688189716,0.024489032080309732,0.1893631310048554
马昌营,0.004830917874396135,0.05139664804469274,0.014422570796925993,3.2601708612514655e-07
昌平,0.004830917874396135,0.04473257698541329,0.009638441473371466,6.359962752867078e-09
珠市口,0.00966183574879227,0.08621407746772178,0.035728834635584954,0.008732575438669484
北苑路北,0.004830917874396135,0.07151494213162896,0.00307446646908601,0.0005927651203075987
平谷,0.004830917874396135,0.04664788732394366,0.004830917874396136,2.64306250862846e-08
次渠北,0.004830917874396135,0.06657018813314038,0.0328562850670441,7.206292037676161e-05
长春桥,0.00966183574879227,0.0773109243697479,0.04832999064074433,0.011087539070828944
小马庄,0.004830917874396135,0.040836456894851055,0.005152959882405091,6.042252467233424e-10
亦庄火车站,0.0024154589371980675,0.05894077448747152,0.0,6.403787027133794e-06
欢乐谷景区,0.004830917874396135,0.05865684329838481,0.041180144030444045,1.3201887829862515e-05
西小口,0.004830917874396135,0.06517632241813602,0.003308545394463697,4.034150395949765e-05
安贞桥,0.004830917874396135,0.086756077116513,0.014775402885753077,0.010212545715950223
大望路,0.00966183574879227,0.0831659300924066,0.09297277257243558,0.009440442812760954
草房,0.004830917874396135,0.057885906040268456,0.03799230328338656,7.697492398688495e-06
临河里,0.004830917874396135,0.04313398624713482,0.010649873164348376,2.7931844494982135e-09
孙河,0.004830917874396135,0.0594059405940594,0.033325145336936056,1.9103018083608646e-05
纪家庙,0.004830917874396135,0.08298256163559832,0.12389362661573972,0.0016413272879401018
顺义,0.004830917874396135,0.04401913875598086,0.004830917874396136,1.031454106393973e-08
万盛南街西口,0.004830917874396135,0.044192997438087106,0.014159755919414835,7.177578579674764e-09
灯市口,0.004830917874396135,0.09324324324324325,0.008047319730324663,0.05746942162838228
北工大西门,0.004830917874396135,0.07801017524024872,0.031465581304216755,0.0013840687617692133
阜通,0.004830917874396135,0.07290015847860538,0.012178506503221203,0.0008923104943165602
香山,0.0024154589371980675,0.050642201834862385,0.0,3.0287194080209632e-06
安华桥,0.00966183574879227,0.08814136682989142,0.03302311538772478,0.02670264366518257
莲花桥,0.004830917874396135,0.0775571375046834,0.045182007693468036,0.0031396254550514653
西局,0.00966183574879227,0.07466185752930568,0.020512735850522996,0.0011225413277326031
亦庄站前区南,0.0024154589371980675,0.05894077448747152,0.0,6.403787027143857e-06
黄渠,0.004830917874396135,0.06509433962264151,0.047256436350025154,9.43190052534405e-05
公主坟,0.00966183574879227,0.0811764705882353,0.08440498943839517,0.009824340416853128
荣京东街,0.004830917874396135,0.051595214356929216,0.00255329020988564,8.73005784223232e-08
上清桥,0.004830917874396135,0.06981450252951096,0.002003167324955584,0.0008289951982346635
军事博物馆,0.00966183574879227,0.08490566037735849,0.06915248509981471,0.021620817408774137
丰台站,0.00966183574879227,0.07658157602663707,0.041054644180669855,0.0006595266705733937
物资学院路,0.004830917874396135,0.054827175208581644,0.033325145336936056,2.1989952761619432e-06
牛街,0.004830917874396135,0.09449897283725177,0.17183964061582335,0.03916512799953805
西钓鱼台,0.00966183574879227,0.07969201154956689,0.04002519556662183,0.009629251844546419
大郊亭,0.004830917874396135,0.07502718376223269,0.05919373610446353,0.0019821472962738814
通州北苑,0.004830917874396135,0.05137751303052867,0.028663465238367877,4.187864492383702e-07
十里河,0.014492753623188404,0.08209399167162404,0.10686694916416543,0.003042122165695996
国家图书馆,0.014492753623188404,0.08782350445481545,0.06463242453941295,0.0992467648852465
温阳路,0.004830917874396135,0.044009779951100246,0.004830917874396136,8.124889714278147e-08
青年路,0.004830917874396135,0.0742467718794835,0.05642699231498053,0.0011557107548594927
玉渊潭东门,0.004830917874396135,0.08583868961227452,0.004928328018271441,0.02179451401539368
义和庄,0.004830917874396135,0.04768486523842433,0.009638441473371466,3.047973186916398e-08
环球影城,0.004830917874396135,0.03993055555555555,0.001989994736599643,2.754324741906508e-10
和平西桥,0.00966183574879227,0.08652037617554859,0.023095946249520917,0.011963439701643023
柳芳,0.004830917874396135,0.08893662728249195,0.028335441406983727,0.014001259613635034
八里桥,0.004830917874396135,0.053955428124592725,0.03316686325687276,1.4659446317978284e-06
圆明园,0.004830917874396135,0.06572471820923956,0.00029242844276005666,0.0010311030107950693
白堆子,0.00966183574879227,0.08668341708542714,0.04367207459916958,0.04253228593856681
北京站,0.004830917874396135,0.08817891373801917,0.006148986260717975,0.021060799849386837
后沙峪,0.004830917874396135,0.05062362435803375,0.019183305845059714,4.4537465694214387e-07
顾册,0.004830917874396135,0.03129488245521203,0.004830917874396136,5.371540642779047e-15
草桥,0.00966183574879227,0.0872865275142315,0.1921514176512529,0.005322496229458931
小红门,0.004830917874396135,0.06648466356190783,0.023477130146253217,2.1636521521117796e-05
蒲黄榆,0.00966183574879227,0.08078048780487805,0.03373488921806833,0.0015264600381485773
育知路,0.004830917874396135,0.06396786155747837,0.02282671430301005,1.8549041365408767e-05
健德门,0.004830917874396135,0.08644811025266236,0.023382832776741823,0.017233656999337474
东直门,0.007246376811594202,0.09364397195204704,0.0355312955648978,0.0399214553094706
惠新西街北口,0.004830917874396135,0.0773542600896861,0.0035978020564846076,0.0026657683005062117
什刹海,0.004830917874396135,0.0955458112162474,0.005968588165894216,0.11758485318822477
三河西,0.004830917874396135,0.05715863592434074,0.023920646617772632,3.9949324693691315e-06
良乡大学城北,0.004830917874396135,0.048884165781083955,0.07000736919675755,1.6767424709840953e-08
回龙观东大街,0.004830917874396135,0.06681730148482892,0.025626478486428666,9.219465127657879e-05
永丰南,0.004830917874396135,0.053247588424437296,0.023920646617772632,1.2280597056618099e-05
东四十条,0.00966183574879227,0.09815078236130868,0.12991206569290728,0.09704928946240006
五福堂,0.004830917874396135,0.05612037413582757,0.009638441473371466,5.861036905580856e-07
永泰庄,0.004830917874396135,0.06557896404245209,0.0034686427855434502,5.761419562260944e-05
天桥,0.004830917874396135,0.0823716673298846,0.010153227982147595,0.002732699142856049
复兴门,0.00966183574879227,0.0928875925510433,0.038650651329938814,0.09379593394329358
榆树庄,0.004830917874396135,0.05995655322230268,0.004830917874396136,7.283858767418841e-06
十三陵景区,0.004830917874396135,0.04283054003724395,0.004830917874396136,1.8057743068304373e-09
矿务局,0.004830917874396135,0.04394904458598726,0.009638441473371466,1.9065767270518317e-08
菜市口,0.00966183574879227,0.08628595248020009,0.04624269663932549,0.011435449006671814
森林公园南门,0.004830917874396135,0.07220090687129403,0.010252787705281579,0.0006155367020622928
园博园,0.004830917874396135,0.05602165087956698,0.004830917874396136,6.681414501254548e-06
明光桥西,0.00966183574879227,0.0920409070698088,0.0734903973830295,0.13287292472990753
苹果园,0.007246376811594202,0.055983772819472616,0.03462482182672543,1.0025713174013815e-05
北运河西,0.004830917874396135,0.04726027397260274,0.019183305845059718,5.126816932887998e-08
三元桥,0.00966183574879227,0.08476658476658476,0.033611834171972936,0.007990070342421916
角门东,0.004830917874396135,0.07918898240244836,0.05710255870787671,0.0007188944428922221
亮马桥,0.004830917874396135,0.08321608040201005,0.008590629496338877,0.00435053664785848
四道桥,0.004830917874396135,0.050493962678375415,0.023920646617772632,8.182107954282899e-07
平乐园,0.004830917874396135,0.0775571375046834,0.031088348613056278,0.00219814990911114
北安河,0.0024154589371980675,0.042158859470468435,0.0,2.1459584321421963e-08
桥湾,0.004830917874396135,0.08511513157894737,0.017280733540021017,0.00517341152086241
潘家园,0.004830917874396135,0.07705192629815745,0.0018295341311799188,0.0018123198935604034
来广营,0.004830917874396135,0.06672038678485093,0.004830917874396136,0.00023252462213320168
玉泉郊野公园,0.004830917874396135,0.059636992221261884,0.014422570796925993,0.0001414451746375668
经海路,0.004830917874396135,0.0559232743482372,0.009789529502130825,1.9796677822840335e-06
上岸村,0.004830917874396135,0.0459438464099434,0.014422570796925993,6.677226744583146e-08
西北旺,0.004830917874396135,0.0561584373304395,0.028634593115064746,4.2987735807418474e-05
万泉河桥,0.004830917874396135,0.07151494213162896,0.0571182931536653,0.004899613306871583
鼓楼大街,0.00966183574879227,0.09578898658028691,0.027015213046175983,0.11880202456877548
西直门,0.012077294685990338,0.0954356846473029,0.09086207672105061,0.24962891419422856
云景东路,0.004830917874396135,0.04244847739157182,0.009656357900909959,2.0553420634802538e-09
东风北桥,0.007246376811594202,0.07720999627004849,0.06188348401125723,0.0013119098601617513
善各庄,0.0024154589371980675,0.06255666364460562,0.0,6.141476267687577e-05
六里桥,0.00966183574879227,0.07540983606557378,0.05614583383223501,0.0020627074321496013
车道沟,0.004830917874396135,0.07693737223564394,0.03737724828260934,0.005579348872446986
人民大学,0.00966183574879227,0.08406091370558376,0.07711046688902713,0.04714682029416845
瀛海,0.0024154589371980675,0.05048164857944153,0.0,4.395286576840408e-08
五道口,0.004830917874396135,0.07854297097324986,0.053802970992845874,0.013411076660259622
同济南路,0.004830917874396135,0.05351602895553258,0.00596651499378102,5.686308145059994e-07
金安桥,0.004830917874396135,0.05310415597742432,0.028634593115064746,2.8641139633365594e-06
苏庄,0.004830917874396135,0.041313242191398064,0.05185341147021324,1.1167768907844286e-10
潘家园西,0.004830917874396135,0.08473188702415063,0.0601747478723013,0.005362061884613754
九龙山,0.00966183574879227,0.08065458796025717,0.08306411294940151,0.0069384249633484265
工人体育场,0.00966183574879227,0.09722874589008924,0.17849318074355747,0.05329270745915628
前门,0.00966183574879227,0.08758197588322403,0.024441531435779502,0.019829794686035837
枣营,0.004830917874396135,0.08051341890315053,0.06456499713071118,0.0037962210746435177
古城,0.004830917874396135,0.05633419512858892,0.013810022245997967,7.76844834936605e-06
望京南,0.004830917874396135,0.07225130890052356,0.011648692065051685,0.00051025848287138
成寿寺,0.004830917874396135,0.07550610979390844,0.04204509338241955,0.0003034075938466204
篱笆房,0.004830917874396135,0.05373134328358209,0.07894398240750489,2.054548073307008e-07
双井,0.00966183574879227,0.08356883326604764,0.040880804059522824,0.012649078059464657
北土城,0.00966183574879227,0.08438646555238484,0.040336294124828025,0.014328907374822255
石佛营,0.004830917874396135,0.07946257197696736,0.01445873635897766,0.0037315525822500905
红庙,0.004830917874396135,0.08217546645494243,0.02364771780943988,0.006233694131324359
广渠门内,0.004830917874396135,0.08603491271820449,0.021265755142432043,0.007425522070729784
双合,0.004830917874396135,0.05288707204905468,0.032173347993434305,1.0774226457136982e-06
