index,degree,closeness,betweenness,eigenvector
东风,0.007246376811594202,0.06845238095238096,0.014070582516693467,0.00017843612384773727
上地,0.004830917874396135,0.07472924187725631,0.05053343111418927,0.003902342766142391
清河,0.007246376811594202,0.07193744569939184,0.05048117266908977,0.0013637223877318355
白石桥南,0.00966183574879227,0.08708456037021456,0.05649810920380259,0.06507578641240984
建国门,0.00966183574879227,0.09360162785439746,0.0680587360352142,0.054510875839644625
和义,0.004830917874396135,0.06725146198830409,0.023920646617772632,2.5152744133348554e-05
泥洼,0.004830917874396135,0.07348242811501597,0.01208638554587251,0.0004706825547592367
清华东路西口,0.0024154589371980675,0.07293868921775898,0.0,0.001556010388912516
木樨园桥南,0.004830917874396135,0.07302875286646675,0.002340541555195729,0.00020852835630090448
黄村火车站,0.004830917874396135,0.05004230629759458,0.014422570796925993,1.0674633637962032e-07
小园,0.004830917874396135,0.04211168751907232,0.004830917874396136,5.4133137493758295e-09
楼梓庄,0.004830917874396135,0.06042031523642732,0.00012866851481442492,1.8108996053060537e-05
潞城,0.0024154589371980675,0.03980769230769231,0.0,3.1360002778109577e-10
西红门,0.004830917874396135,0.07063641016891316,0.042636066954416255,0.0001963912225514546
动物园,0.004830917874396135,0.09041275387639222,0.027316159828898998,0.09214558371430985
东单,0.00966183574879227,0.09161318875857491,0.026868039259495928,0.04377201379065964
周口店,0.0024154589371980675,0.030347456384694327,0.0,1.4220676587939473e-15
西洼地,0.004830917874396135,0.06310013717421124,0.019183305845059714,7.185532490992324e-06
北神树,0.004830917874396135,0.07104856701561696,0.0374415630495218,0.00024859438522989945
樊羊路,0.004830917874396135,0.06997971602434078,0.08207269384963006,7.563529825606233e-05
郭庄子,0.004830917874396135,0.06301369863013699,0.014422570796925993,8.241406610678865e-05
金台路,0.00966183574879227,0.08625,0.08905886442189008,0.014161168741215093
北宫门,0.004830917874396135,0.06286061342241117,0.004830917874396136,0.0005235141273472525
北新桥,0.004830917874396135,0.09193870752831446,0.0034262832248504894,0.05617390139230505
宛平城,0.0024154589371980675,0.056572834107679694,0.0,1.923824038349273e-06
学清路,0.004830917874396135,0.07356076759061833,0.0048813084009771395,0.0017749658822826507
八角游乐园,0.004830917874396135,0.058898847631242,0.01727108080434231,1.9386686032095102e-05
分钟寺,0.004830917874396135,0.07808374198415692,0.04382873504560535,0.0008836264922222787
北海北,0.004830917874396135,0.09787234042553192,0.0,0.20963743505905946
酒仙桥,0.004830917874396135,0.07139161924469736,0.01961102735807608,0.0004197845453759985
清源路,0.004830917874396135,0.05548854041013269,0.023920646617772632,1.308043115491029e-06
关庄,0.004830917874396135,0.07705192629815745,0.014751518044532551,0.0026883621957349614
未来科技城南区,0.004830917874396135,0.06196677144140099,0.004830917874396136,5.510217383943735e-05
传媒大学,0.004830917874396135,0.0635164160785517,0.046677057312387374,6.287709662431212e-05
红莲南里,0.004830917874396135,0.08151210868281157,0.01791295567179287,0.0028259960486271755
石龙路,0.004830917874396135,0.04811715481171548,0.019183305845059714,2.337430947271193e-07
双桥,0.004830917874396135,0.05997392438070404,0.042173659293882504,1.7962530074759147e-05
金融街,0.004830917874396135,0.09836065573770492,0.17393331686467386,0.13377511042169643
魏公村,0.004830917874396135,0.08331656268866976,0.007355294743028019,0.03866570003956843
丽泽商务区,0.00966183574879227,0.08067030397505846,0.028515538741126223,0.0015535835257862775
火器营,0.004830917874396135,0.07218831734960768,0.0067559368222595935,0.004530914047079551
角门西,0.00966183574879227,0.08309915696507426,0.06610194655766992,0.0024136298821458547
新宫,0.007246376811594202,0.07574094401756312,0.04726813348773556,0.0006874593849366835
老城区北,0.004830917874396135,0.03229329173166927,0.004830917874396136,1.8941316119798985e-14
林萃桥,0.004830917874396135,0.06789111183994752,0.005918998183577551,0.00017779365577626967
苹果园南路,0.004830917874396135,0.05804009533155755,0.02550535180259878,2.7326147707340295e-05
知春里,0.004830917874396135,0.07947782683816472,0.023813450705755166,0.018604882508624233
星城,0.004830917874396135,0.03567427832830677,0.033325145336936056,7.443189448550969e-13
中国美术馆,0.004830917874396135,0.09419795221843004,0.007085213942372994,0.09481009203191244
石门,0.004830917874396135,0.046030687124749836,0.009638441473371466,3.6327959030308655e-08
良乡大学城,0.004830917874396135,0.04675852721933589,0.06550397117825268,4.790064869270621e-09
朝阳公园,0.00966183574879227,0.08616024973985432,0.09316808525642173,0.013061098068881368
南楼梓庄,0.004830917874396135,0.06204106099205754,0.045683542048948915,4.6212664542785415e-05
褡裢坡,0.004830917874396135,0.0693815987933635,0.05185341147021324,0.0003301597927656832
航天桥,0.004830917874396135,0.0813519355472588,0.005979068402360815,0.01377698600012197
次渠,0.00966183574879227,0.06262290122523068,0.028493252701064054,2.4245606329898113e-05
和平门,0.004830917874396135,0.08692000839806845,0.009390616738142923,0.012599232844106398
天安门西,0.004830917874396135,0.08626797249426964,0.004680364387746551,0.016153205508029192
老城区,0.004830917874396135,0.03229833047277266,0.009638441473371466,1.8982178847071006e-14
宣武门,0.00966183574879227,0.08763759525825572,0.01611082989839984,0.02787260989144389
芳园里,0.004830917874396135,0.07888719512195122,0.020568843551518032,0.002384929786968403
体育中心,0.004830917874396135,0.06936997319034853,0.005586457405637549,0.0003085047027274075
高辛庄,0.004830917874396135,0.06420595533498759,0.0048543121498169405,5.004024215662325e-05
景泰,0.004830917874396135,0.08081202420456764,0.022405668486925313,0.0008294088027392109
马家堡,0.004830917874396135,0.08275034979012592,0.00703623953088809,0.002277874968119601
张郭庄,0.0024154589371980675,0.0530565167243368,0.0,1.764705527410954e-06
东大桥,0.00966183574879227,0.09734305196332001,0.1737549473954541,0.05945937511024572
恩济东街,0.004830917874396135,0.07418025443468912,0.0071073168386548684,0.0028196946574820026
平安里,0.01932367149758454,0.10365548322483725,0.3447256136545691,0.4673255860535691
清河营,0.004830917874396135,0.07063641016891316,0.014422570796925993,0.000679675568189644
沙河,0.004830917874396135,0.05726141078838174,0.033325145336936056,3.344379559105765e-06
良乡大学城西,0.004830917874396135,0.04480034628286982,0.06097717888432701,1.368410603921551e-09
昌平西山口,0.0024154589371980675,0.04107550352217482,0.0,4.769438700122242e-10
良乡南关,0.004830917874396135,0.04299065420560748,0.05642699231498053,3.9092320364287097e-10
香河园,0.004830917874396135,0.09193870752831446,0.10987377906729495,0.017502608215265607
六营门,0.004830917874396135,0.05941446613088404,0.014422570796925993,2.0526565630793953e-06
未来科技城北区,0.0024154589371980675,0.05835917676910065,0.0,1.455367134149696e-05
八宝山,0.004830917874396135,0.062311860325105356,0.021774478822847183,6.563217468552939e-05
大红门,0.00966183574879227,0.0773542600896861,0.07089393752749659,0.00030820199346610216
阜成门,0.00966183574879227,0.09775678866587957,0.06388722661090848,0.2430563338848137
百子湾,0.004830917874396135,0.07013383025580214,0.05469033808595866,0.0005662535697770156
饶乐府,0.007246376811594202,0.0333628817793537,0.023990829444035047,6.656935302851283e-14
天坛东门,0.004830917874396135,0.08329979879275654,0.01198604995106765,0.0032701211807455582
大红门桥,0.004830917874396135,0.07196245437163219,0.028634593115064746,8.804616865547303e-05
大紫草坞,0.004830917874396135,0.038301415487094086,0.042636066954416255,9.114215555481298e-12
