index,degree,closeness,betweenness,eigenvector,entropyK,meanK
平谷西,0.004830917874396135,0.04891304347826087,0.009638441473371466,9.308903429512641e-08,67.36500295127624,0.0051380182772169936
植物园,0.004830917874396135,0.05333676887400154,0.004830917874396136,1.1467142510993245e-05,51.15556218331354,0.004595786642087849
广渠门外,0.00966183574879227,0.0888793473593817,0.09832946962568362,0.017259371469210156,132.63507981068472,0.02403545003005534
石门营,0.0024154589371980675,0.04041390081999219,0.0,1.4297728103389453e-09,103.14990023585457,0.012979436556236845
西二旗,0.007246376811594201,0.07099982850282971,0.04988385757643366,0.0004318999784300024,80.27430350982992,0.007683469560898376
田村,0.007246376811594201,0.0692887029288703,0.0396326820925448,0.0011424758794923735,88.1042174119769,0.009695238787329611
焦化厂,0.004830917874396135,0.05040788993059783,0.027669949974929442,3.0779472583999285e-07,118.32416481684035,0.013660549697648287
阎村北,0.004830917874396135,0.03975417706932975,0.04725643635002515,3.190374817777015e-11,56.362252047820824,0.004391934241910409
国展,0.004830917874396135,0.056173677069199464,0.028634593115064742,5.457289659592927e-06,47.487079014315505,0.004009827137993757
高碑店,0.004830917874396135,0.06750366867764553,0.05118045533089225,0.0002200986867423208,120.75592240415011,0.010691861714580754
俸伯,0.0024154589371980675,0.042167447545324914,0.0,2.7242925170314245e-09,76.6946960294806,0.006230173136650253
安立路,0.004830917874396135,0.07645429362880886,0.015072739738662775,0.0010571834614608046,98.70632125136518,0.012915544974059836
西四,0.004830917874396135,0.09443430656934307,0.0051750017352854005,0.1363885788575762,133.59898831308828,0.03149177580810157
巴沟,0.007246376811594201,0.07228915662650602,0.02914526601055008,0.006067116109679048,63.916022333668074,0.005856377533486767
苏州街,0.00966183574879227,0.07662409772348695,0.08827092296229397,0.016706776452657026,80.00318130026733,0.0081658214654854
灵境胡同,0.004830917874396135,0.08865096359743041,0.0020904258167269594,0.04906007400310527,133.42356428818712,0.03179470176872649
万寿路,0.004830917874396135,0.07546481954064893,0.03531976429149299,0.002806590737756199,92.36217680717508,0.0095659828848273
奥体中心,0.004830917874396135,0.0788721661268813,0.012080012598699752,0.004353150734916737,107.17496684772401,0.01674570439522868
顾八路,0.004830917874396135,0.03448275862068965,0.028634593115064742,2.1414208401074743e-13,56.54010047592989,0.004240415948924121
北运河东,0.004830917874396135,0.04516199410930512,0.014422570796925997,1.4645531756607858e-08,78.81848397643698,0.005892915287460215
看丹,0.004830917874396135,0.06375115491222667,0.009638441473371466,2.565385327814653e-05,55.01167907981723,0.004840750509071169
阎村,0.004830917874396135,0.03694449402106015,0.03799230328338656,2.6038787663459214e-12,56.21866009086327,0.004451087727843823
屯佃,0.004830917874396135,0.04821241411435891,0.014422570796925991,1.002190775408436e-06,41.39537142138309,0.003803255551474243
高米店南,0.004830917874396135,0.06219017575484453,0.033325145336936056,1.6027734134531687e-05,63.754100458208896,0.005708755888746839
木樨园桥北,0.004830917874396135,0.07646841521980052,0.0045390181157489926,0.00048131464942975487,106.70689221565178,0.014614614550596013
西坝河,0.00966183574879227,0.08957161401990481,0.11386591202293812,0.012974541394513086,123.33605365499163,0.024729607380179805
垡头,0.004830917874396135,0.05562273276904474,0.036676746011939175,3.7714735583695764e-06,119.24453338812796,0.012687707825628575
南法信,0.004830917874396135,0.04822364589400117,0.014422570796925991,1.2722803962486347e-07,47.42606981300667,0.0040159288844098615
新街口,0.004830917874396135,0.09720591688189716,0.02448903208030973,0.1893631310048554,129.28456777973733,0.027838780526808642
马昌营,0.004830917874396135,0.05139664804469274,0.014422570796925991,3.260170861251465e-07,67.10950329933475,0.005097517719176339
昌平,0.004830917874396135,0.04473257698541329,0.009638441473371466,6.359962752867078e-09,55.305785379765034,0.004181624889994724
珠市口,0.00966183574879227,0.08621407746772178,0.035728834635584954,0.008732575438669484,123.37038990355909,0.02461278574691801
北苑路北,0.004830917874396135,0.07151494213162896,0.00307446646908601,0.0005927651203075987,89.49981650569796,0.010129784754468992
平谷,0.004830917874396135,0.04664788732394366,0.004830917874396136,2.64306250862846e-08,67.53729822047244,0.004849742499452688
次渠北,0.004830917874396135,0.06657018813314038,0.0328562850670441,7.206292037676161e-05,90.40200367234186,0.007751073584169629
长春桥,0.00966183574879227,0.0773109243697479,0.04832999064074433,0.011087539070828944,74.53413166707698,0.00704292585958654
小马庄,0.004830917874396135,0.040836456894851055,0.00515295988240509,6.042252467233424e-10,114.96596249292156,0.02061288987609887
亦庄火车站,0.0024154589371980675,0.05894077448747152,0.0,6.403787027133794e-06,89.83888136208643,0.006907291388828969
欢乐谷景区,0.004830917874396135,0.05865684329838481,0.04118014403044405,1.3201887829862515e-05,119.56478131316663,0.012128604946637925
西小口,0.004830917874396135,0.06517632241813602,0.003308545394463697,4.0341503959497653e-05,86.23617549086347,0.008914712106975975
安贞桥,0.004830917874396135,0.086756077116513,0.014775402885753075,0.010212545715950223,126.03296041924347,0.028000383347000304
大望路,0.00966183574879227,0.0831659300924066,0.09297277257243558,0.009440442812760954,124.92419163239214,0.014380658293874504
草房,0.004830917874396135,0.05788590604026845,0.03799230328338656,7.697492398688495e-06,79.37378093171027,0.006334811607299575
临河里,0.004830917874396135,0.04313398624713482,0.010649873164348376,2.793184449498213e-09,115.3710020133332,0.019057325333377832
孙河,0.004830917874396135,0.0594059405940594,0.033325145336936056,1.910301808360865e-05,47.35316568182626,0.0040799587377847064
纪家庙,0.004830917874396135,0.08298256163559832,0.12389362661573973,0.0016413272879401018,101.47441056336642,0.014003025935115782
顺义,0.004830917874396135,0.04401913875598086,0.004830917874396136,1.031454106393973e-08,47.356119008893984,0.004030710180210717
万盛南街西口,0.004830917874396135,0.04419299743808711,0.014159755919414837,7.177578579674764e-09,116.41209231778241,0.017729072701457037
灯市口,0.004830917874396135,0.09324324324324323,0.008047319730324663,0.057469421628382276,147.46568593669542,0.039289488165444156
北工大西门,0.004830917874396135,0.07801017524024872,0.031465581304216755,0.0013840687617692133,123.97454670490892,0.014751820404051777
阜通,0.004830917874396135,0.07290015847860537,0.012178506503221205,0.0008923104943165601,79.92919787109318,0.0077932956208937735
香山,0.0024154589371980675,0.05064220183486239,0.0,3.0287194080209632e-06,84.93013096399099,0.008300158385542402
